date,scientist,rep,primary,primary_dose,secondary,secondary_dose,condition,vial,day,status,alive3,dead<3
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,2,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,2,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,4,2,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,4,9,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,5,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,6,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,6,3,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,6,7,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,6,9,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,7,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,7,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.01,P.rett,2,2,7,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,8,9,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,8,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,8,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,8,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,8,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,8,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,8,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,8,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,8,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,8,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,9,8,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,9,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,9,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,9,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,9,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,9,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,9,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,9,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,9,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,9,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,10,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,10,3,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,10,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,10,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,10,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.1,P.rett,2,3,10,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,11,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,11,8,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,11,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,11,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,11,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,11,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,11,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,11,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,11,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,11,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,12,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,12,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,12,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,12,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,12,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,12,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,12,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,12,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,12,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,12,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,13,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,13,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,13,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,13,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,13,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,13,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,13,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,13,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,13,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,13,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,14,3,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,14,5,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,14,6,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,14,8,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,14,9,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,14,9,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,14,9,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,14,9,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,14,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,14,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,15,2,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,15,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,15,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,15,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,15,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,15,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,1,P.rett,2,4,15,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,16,4,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,16,5,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,16,5,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,16,6,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,16,6,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,16,8,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,16,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,16,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,16,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,16,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,17,9,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,17,9,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,17,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,17,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,17,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,17,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,17,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,17,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,17,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,17,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,18,3,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,18,4,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,18,5,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,18,8,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,18,8,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,18,8,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,18,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,18,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,18,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,18,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,19,8,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,19,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,2,P.rett,2,5,19,9,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C1,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C1,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C1,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C1,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C1,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C1,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C1,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C1,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C1,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C1,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C2,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C2,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C2,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C2,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C2,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,PBS,0,Control,C2,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C3,2,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C3,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C4,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C4,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C4,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C4,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C4,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C4,2,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C4,2,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C4,2,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C4,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C4,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C5,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C5,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C5,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C5,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C5,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C5,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C5,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C5,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C5,2,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C5,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C6,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C6,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C6,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C6,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,PBS,0,P.rett,2,PBS Control,C6,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,1,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,1,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,1,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,1,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,1,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,1,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,1,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,1,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,1,2,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,1,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,2,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,2,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,2,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,2,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,2,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,2,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,2,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,2,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,2,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,2,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,3,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,3,2,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,3,2,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,3,7,0,TRUE,FALSE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,4,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,4,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,4,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,4,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,4,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,4,1,1,FALSE,TRUE
12/4/2020,Abby,Fall 2020 exp 16,S.m,0.001,P.rett,2,1,4,7,0,TRUE,FALSE
