date,scientist,rep,primary,primary_dose,secondary,secondary_dose,condition,vial,day,status,alive3,dead<3
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,6,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,6,4,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,6,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,6,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,7,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,7,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,7,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,7,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,7,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,7,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,7,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,7,5,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,7,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,7,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,8,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,8,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,8,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,8,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,8,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,8,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,8,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,8,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,8,6,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,8,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,9,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,9,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,9,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,9,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,9,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,9,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,9,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,9,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,9,5,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,9,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,10,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,10,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,10,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,10,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,10,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,10,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.01,P.rett,2,2,10,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,11,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,11,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,11,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,11,6,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,11,10,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,11,10,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,11,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,11,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,11,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,11,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,12,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,12,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,12,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,12,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,12,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,12,7,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,12,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,12,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,12,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,12,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,13,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,13,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,13,9,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,13,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,13,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,13,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,13,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,13,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,13,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,13,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,14,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,14,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,14,7,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,14,11,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,14,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,14,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,14,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,14,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,14,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,14,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,15,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,15,5,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,15,7,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,15,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,15,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,15,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,15,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,0.1,P.rett,2,3,15,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,16,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,16,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,16,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,16,3,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,16,6,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,16,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,16,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,16,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,16,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,16,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,17,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,17,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,17,6,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,17,6,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,17,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,17,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,17,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,17,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,17,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,17,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,18,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,18,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,18,9,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,18,11,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,18,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,18,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,18,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,18,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,18,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,18,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,19,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,19,3,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,19,11,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,19,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,19,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,19,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,19,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,19,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,19,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,19,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,20,2,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,20,10,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,20,10,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,20,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,1,P.rett,2,4,20,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,21,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,21,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,21,3,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,21,4,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,21,6,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,21,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,21,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,21,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,21,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,21,11,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,22,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,22,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,22,4,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,22,4,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,22,4,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,22,5,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,22,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,22,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,22,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,22,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,23,7,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,23,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,23,9,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,23,9,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,23,9,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,23,9,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,23,10,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,23,11,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,23,11,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,23,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,24,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,24,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,24,4,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,24,7,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,24,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,24,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,24,8,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,24,10,1,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,24,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,24,11,0,TRUE,FALSE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,25,1,1,FALSE,TRUE
11/28/2020,Abby,Fall 2020 exp 13,S.m,2,P.rett,2,5,25,7,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,PBS,0,Control,C2,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C3,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C3,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C4,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C4,7,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C4,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C5,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C5,2,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C5,8,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C5,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C6,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C6,6,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C6,8,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C6,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C7,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C7,5,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C7,5,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C7,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C7,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C7,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C7,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C7,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,PBS,0,P.rett,2,PBS Control,C7,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,1,1,1,FALSE,TRUE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,1,9,1,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,1,9,0,TRUE,FALSE
11/30/2020,Abby,Fall 2020 exp 14,S.m,0.001,P.rett,2,1,1,9,0,TRUE,FALSE
