date,scientist,rep,primary,secondary,2_dose,vial,day,status,alive3,average 0 hour,average 10 hour
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,20,2,1,FALSE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,20,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,20,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,20,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,20,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,20,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,20,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,21,1,1,FALSE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,21,2,1,FALSE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,21,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,21,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,21,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,21,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,21,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.001,21,3,0,TRUE,32.5,2660
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,22,1,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,22,2,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,22,2,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,22,2,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,22,2,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,22,3,0,TRUE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,22,3,0,TRUE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,22,3,0,TRUE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,22,3,0,TRUE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,22,3,0,TRUE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,23,1,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,23,1,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,23,1,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,23,2,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,23,2,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,23,2,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,23,2,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,23,3,0,TRUE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,26,2,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,26,2,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,26,2,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,26,3,1,FALSE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,26,3,0,TRUE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,26,3,0,TRUE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,26,3,0,TRUE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,26,3,0,TRUE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.01,26,3,0,TRUE,242.5,11350
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,27,2,1,FALSE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,27,2,1,FALSE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,27,3,1,FALSE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,27,3,0,TRUE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,27,3,0,TRUE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,27,3,0,TRUE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,27,3,0,TRUE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,27,3,0,TRUE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,29,2,1,FALSE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,29,2,1,FALSE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,29,2,1,FALSE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,29,2,1,FALSE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,29,2,1,FALSE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,29,2,1,FALSE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,29,3,0,TRUE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,0.1,29,3,0,TRUE,2527.5,270000
7/19/18,Frank,10-Sep,E.fae,P.rett,1,31,1,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,31,1,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,31,1,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,31,1,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,31,1,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,31,1,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,31,2,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,31,2,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,31,2,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,31,2,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,32,1,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,32,1,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,32,1,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,32,1,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,32,1,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,32,2,1,FALSE,10821,2473333.333
7/19/18,Frank,10-Sep,E.fae,P.rett,1,32,2,1,FALSE,10821,2473333.333
7/23/18,Frank,10,PBS,P.rett,0.001,1,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.001,1,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,1,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,1,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,1,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,1,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,1,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,1,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,1,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,4,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.001,4,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.001,4,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.001,4,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,4,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,4,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,4,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,4,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.001,4,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.01,6,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.01,6,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.01,6,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.01,6,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.01,6,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.01,6,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.01,6,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.01,6,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.01,6,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.01,6,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.01,7,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.01,7,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.01,7,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.01,7,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.01,7,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.01,7,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.01,7,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.01,7,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.01,7,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.01,7,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.1,8,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,8,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,8,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,8,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,8,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,8,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,8,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,8,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,8,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.1,8,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.1,10,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,10,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,10,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,10,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,10,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,10,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,0.1,10,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.1,10,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,0.1,10,3,0,TRUE,,
7/23/18,Frank,10,PBS,P.rett,1,11,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,11,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,11,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,11,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,11,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,11,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,11,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,11,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,11,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,11,2,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,13,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,13,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,13,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,13,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,13,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,13,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,13,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,13,1,1,FALSE,,
7/23/18,Frank,10,PBS,P.rett,1,13,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,14,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,14,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,14,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,14,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,14,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,14,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,14,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,14,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,16,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,16,3,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,16,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,16,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,16,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,16,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,16,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,16,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.001,16,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,17,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,17,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,17,3,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,17,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,17,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,17,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,17,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,17,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,20,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,20,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,20,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,20,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,20,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,20,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,20,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,20,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,20,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,21,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,21,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,21,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,21,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,21,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,21,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,21,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,21,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.01,21,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.1,22,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.1,22,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.1,22,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.1,22,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.1,22,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,0.1,22,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.1,22,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,0.1,22,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,1,24,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,24,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,24,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,24,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,24,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,24,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,24,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,24,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,24,3,0,TRUE,,
7/23/18,Frank,10,E.fae,P.rett,1,26,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,26,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,26,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,26,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,26,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,26,1,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,26,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,26,2,1,FALSE,,
7/23/18,Frank,10,E.fae,P.rett,1,26,3,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.01,1,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.01,1,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.01,1,2,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.01,1,2,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.01,1,2,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.01,1,3,0,TRUE,,
8/1/18,Frank,11,PBS,P.rett,0.01,1,3,0,TRUE,,
8/1/18,Frank,11,PBS,P.rett,0.01,6,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.01,6,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.01,6,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.01,6,2,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.01,6,3,0,TRUE,,
8/1/18,Frank,11,PBS,P.rett,0.01,6,3,0,TRUE,,
8/1/18,Frank,11,PBS,P.rett,0.01,6,3,0,TRUE,,
8/1/18,Frank,11,PBS,P.rett,0.01,6,3,0,TRUE,,
8/1/18,Frank,11,PBS,P.rett,0.1,8,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,8,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,8,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,8,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,8,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,8,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,9,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,9,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,9,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,9,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,9,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,9,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,9,1,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,9,2,1,FALSE,,
8/1/18,Frank,11,PBS,P.rett,0.1,9,3,0,TRUE,,
8/1/18,Frank,11,PBS,P.rett,0.1,9,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,10,1,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.01,10,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,10,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,10,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,10,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,12,2,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.01,12,2,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.01,12,2,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.01,12,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,12,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,12,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,12,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,13,2,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.01,13,3,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.01,13,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,13,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,13,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,13,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,14,1,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.01,14,2,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.01,14,2,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.01,14,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,14,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,14,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.01,14,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,16,2,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.1,16,2,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.1,16,2,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.1,16,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,16,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,17,1,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.1,17,3,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.1,17,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,17,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,17,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,17,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,17,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,17,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,17,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,18,1,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.1,18,2,1,FALSE,,
8/1/18,Frank,11,S.m,P.rett,0.1,18,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,18,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,18,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,18,3,0,TRUE,,
8/1/18,Frank,11,S.m,P.rett,0.1,18,3,0,TRUE,,
8/2/18,Frank,12,PBS,P.rett,0.001,4,1,1,FALSE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,4,1,1,FALSE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,4,3,1,FALSE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,4,3,0,TRUE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,4,3,0,TRUE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,5,1,1,FALSE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,5,1,1,FALSE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,5,1,1,FALSE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,5,1,1,FALSE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,5,1,1,FALSE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,5,3,1,FALSE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,5,3,0,TRUE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,5,3,0,TRUE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.001,5,3,0,TRUE,100.7,6749.28737
8/2/18,Frank,12,PBS,P.rett,0.01,7,1,1,FALSE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,7,1,1,FALSE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,7,3,1,FALSE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,7,3,1,FALSE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,7,3,0,TRUE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,7,3,0,TRUE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,7,3,0,TRUE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,8,1,1,FALSE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,8,1,1,FALSE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,8,1,1,FALSE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,8,1,1,FALSE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,8,3,0,TRUE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,8,3,0,TRUE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,8,3,0,TRUE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,8,3,0,TRUE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,8,3,0,TRUE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.01,8,3,0,TRUE,175.5,38303.79082
8/2/18,Frank,12,PBS,P.rett,0.1,12,1,1,FALSE,1187.5,207195.9257
8/2/18,Frank,12,PBS,P.rett,0.1,12,1,1,FALSE,1187.5,207195.9257
8/2/18,Frank,12,PBS,P.rett,0.1,12,1,1,FALSE,1187.5,207195.9257
8/2/18,Frank,12,PBS,P.rett,0.1,12,1,1,FALSE,1187.5,207195.9257
8/2/18,Frank,12,PBS,P.rett,0.1,12,1,1,FALSE,1187.5,207195.9257
8/2/18,Frank,12,PBS,P.rett,0.1,12,1,1,FALSE,1187.5,207195.9257
8/2/18,Frank,12,PBS,P.rett,0.1,12,3,1,FALSE,1187.5,207195.9257
8/2/18,Frank,12,PBS,P.rett,0.1,12,3,1,FALSE,1187.5,207195.9257
8/2/18,Frank,12,PBS,P.rett,0.1,13,1,1,FALSE,1187.5,207195.9257
8/2/18,Frank,12,PBS,P.rett,0.1,13,1,1,FALSE,1187.5,207195.9257
