date,scientist,rep,primary,secondary,secondary_dose,vial,day,hour,status,alive3
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,7,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,7,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,7,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,7,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,8,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,8,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,8,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,8,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,8,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,8,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,8,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,8,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,8,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,8,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,9,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,9,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,9,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,9,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,9,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,9,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,9,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,9,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,PBS,snee,0.1,9,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,10,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,10,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,10,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,10,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,10,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,10,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,10,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,10,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,10,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,10,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,11,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,11,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,11,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,11,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,11,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,11,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,11,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,11,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,11,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,11,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,12,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,12,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,12,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,12,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,12,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,12,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,PBS,snee,1,12,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C3,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C3,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C3,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C3,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C3,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C3,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C3,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C3,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C3,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C3,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C4,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C4,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C4,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C4,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C4,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C4,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C4,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,PBS,NA,C4,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,13,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,13,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,13,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,13,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,13,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,13,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,13,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,13,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,13,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,13,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,14,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,14,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,14,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,14,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,14,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,14,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,14,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,14,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,14,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,14,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,15,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,15,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,15,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,15,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,15,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,15,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,15,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.001,15,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,16,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,16,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,16,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,16,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,16,1,22.5,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,16,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,16,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,16,4,14,1,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,16,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,16,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,17,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,17,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,17,1,22.5,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,17,1,22.5,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,17,1,22.5,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,17,1,22.5,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,17,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,17,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,17,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,17,4,14,0,TRUE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,18,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,18,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,18,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,18,1,22.5,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,18,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,18,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.01,18,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,19,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,19,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,19,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,19,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,19,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,19,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,19,1,22.5,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,19,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,19,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,19,3,9,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,20,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,20,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,20,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,20,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,20,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,20,1,22.5,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,20,1,22.5,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,20,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,20,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,20,3,9,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,21,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,21,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,21,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,21,1,22.5,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,21,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,21,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,0.1,21,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,22,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,22,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,22,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,22,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,22,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,22,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,22,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,22,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,22,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,22,2,12,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,23,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,23,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,23,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,23,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,23,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,23,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,23,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,23,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,23,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,23,1,22.5,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,24,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,24,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,24,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,24,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,24,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,24,1,17,1,FALSE
21-Feb,Abby,SM-sneebia_2,s.m 0.1,snee,1,24,1,22.5,1,FALSE
