date,scientist,rep,primary,primary_dose,secondary,secondary_dose,condition,vial,day,status
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,3,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,3,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,3,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,3,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,4,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,4,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,4,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,4,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,4,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,4,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,4,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,4,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,4,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,4,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,5,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,5,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,5,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,5,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,5,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,5,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,5,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.001,P.rett,2,S.m 0.001,5,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,6,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,6,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,6,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,7,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,7,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,7,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,7,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,7,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,7,2,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,7,4,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,7,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,7,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,7,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,8,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,8,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,9,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,9,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,9,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,9,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,9,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,9,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,9,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,9,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,9,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,9,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,10,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,10,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,10,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,10,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,10,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,10,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,10,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.01,P.rett,2,S.m 0.01,10,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,11,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,11,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,11,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,11,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,11,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,11,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,11,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,11,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,11,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,11,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,12,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,12,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,12,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,12,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,12,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,12,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,12,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,12,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,12,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,12,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,13,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,13,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,13,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,13,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,13,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,13,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,13,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,13,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,13,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,13,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,14,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,14,2,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,14,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,14,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,14,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,14,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,14,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,14,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,14,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,14,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,15,2,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,0.1,P.rett,2,S.m 0.1,15,4,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,16,2,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,16,2,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,16,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,16,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,16,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,16,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,16,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,16,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,16,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,16,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,17,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,17,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,17,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,17,4,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,17,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,17,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,17,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,17,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,17,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,17,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,18,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,18,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,18,2,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,18,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,18,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,18,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,18,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,18,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,18,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,18,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,19,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,19,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,19,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,19,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,19,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,19,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,19,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,19,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,19,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,19,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,20,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,1,P.rett,2,S.m 1,20,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,21,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,21,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,21,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,21,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,21,2,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,21,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,21,6,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,21,6,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,21,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,21,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,22,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,22,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,22,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,22,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,22,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,22,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,22,2,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,22,5,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,22,7,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,22,7,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,23,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,23,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,23,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,23,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,23,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,23,4,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,23,5,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,23,7,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,23,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,24,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,24,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,24,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,24,2,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,24,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,24,5,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,24,5,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,24,6,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,24,6,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,24,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,25,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,25,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,25,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,25,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,25,4,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,25,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,25,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,25,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,25,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,25,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,26,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,26,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,26,2,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,26,2,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,26,3,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,26,4,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,26,4,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,26,4,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,26,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,26,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,27,1,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,27,6,1
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,27,7,0
6/18/2021,Abby,Summer 2021 exp 3,S.m,2,P.rett,2,S.m 2,27,7,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C1,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C1,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C1,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C1,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C1,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C1,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C1,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C1,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C1,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C1,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C2,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C2,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C2,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C2,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C2,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C2,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C2,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C2,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,PBS,0,PBS-PBS Control,C2,2,0
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C3,1.083333,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C3,1.166667,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C3,1.166667,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C3,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C3,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C3,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C3,1.333333,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C3,1.416667,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C3,1.416667,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C3,1.5,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C4,1.083333,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C4,1.083333,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C4,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C4,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C4,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C4,1.333333,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C4,1.416667,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C4,1.416667,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C4,1.5,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C4,1.5,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C5,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C5,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C5,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C5,1.333333,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C5,1.5,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C5,1.5,1
6/20/2021,Abby,Summer 2021 exp 4,PBS,0,P.snee,0.001,PBS-P.snee Control,C5,1.5,1
6/20/2021,Abby,Summer 2021 exp 4,S.m,0.001,P.snee,0.01,S.m 0.001,1,1.166667,1
6/20/2021,Abby,Summer 2021 exp 4,S.m,0.001,P.snee,0.01,S.m 0.001,1,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,S.m,0.001,P.snee,0.01,S.m 0.001,1,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,S.m,0.001,P.snee,0.01,S.m 0.001,1,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,S.m,0.001,P.snee,0.01,S.m 0.001,1,1.25,1
6/20/2021,Abby,Summer 2021 exp 4,S.m,0.001,P.snee,0.01,S.m 0.001,1,1.333333,1
6/20/2021,Abby,Summer 2021 exp 4,S.m,0.001,P.snee,0.01,S.m 0.001,1,1.333333,1
6/20/2021,Abby,Summer 2021 exp 4,S.m,0.001,P.snee,0.01,S.m 0.001,1,1.416667,1
6/20/2021,Abby,Summer 2021 exp 4,S.m,0.001,P.snee,0.01,S.m 0.001,1,1.416667,1
